Num,Accession ID,Lineage,Type
463,EPI_ISL_14676966,AY.100,Delta
464,EPI_ISL_14995917,BA.5.2,Omicron BA.5
465,EPI_ISL_15009069,BF.10,Omicron BA.5
466,EPI_ISL_14713216,BA.5.5,Omicron BA.5
467,EPI_ISL_15017272,BA.5.1,Omicron BA.5
468,EPI_ISL_15020292,BA.5.1.23,Omicron BA.5
469,EPI_ISL_14741633,BA.5.2,Omicron BA.5
470,EPI_ISL_15024959,BA.5.2,Omicron BA.5
471,EPI_ISL_14751639,BA.2.3,Omicron BA.2
472,EPI_ISL_15027285,BA.4.6.2,Omicron BA.4
473,EPI_ISL_15027232,BF.27,Omicron BA.5
474,EPI_ISL_15027264,BE.1.2.1,Omicron BA.5
475,EPI_ISL_15034482,BA.5.5,Omicron BA.5
476,EPI_ISL_14824165,BA.5.2.1,Omicron BA.5
477,EPI_ISL_15063865,BA.4.7,Omicron BA.4
478,EPI_ISL_14839805,BA.2.38.4,Omicron BA.2
479,EPI_ISL_14489142,BA.1.13,Omicron BA.1
480,EPI_ISL_15093350,BF.10,Omicron BA.5
481,EPI_ISL_15091357,BA.5.2.1,Omicron BA.5
482,EPI_ISL_12395184,B.1.1.7,Alpha
483,EPI_ISL_14196005,BA.5.1.22,Omicron BA.5
484,EPI_ISL_14198110,BA.4.1,Omicron BA.4
485,EPI_ISL_14222259,BA.5.2,Omicron BA.5
486,EPI_ISL_14221797,BA.5,Omicron BA.5
487,EPI_ISL_14224805,BF.5,Omicron BA.5
488,EPI_ISL_14226550,BA.5.1,Omicron BA.5
489,EPI_ISL_14239999,BE.1.1,Omicron BA.5
490,EPI_ISL_14239992,BA.4.4,Omicron BA.4
491,EPI_ISL_14243206,BF.5,Omicron BA.5
492,EPI_ISL_14245208,BA.5.6,Omicron BA.5
493,EPI_ISL_14243454,AY.3,Delta
494,EPI_ISL_14250037,BA.4,Omicron BA.4
495,EPI_ISL_14250022,BA.5.2.1,Omicron BA.5
496,EPI_ISL_14245896,BE.1,Omicron BA.5
497,EPI_ISL_14251314,BA.5.5,Omicron BA.5
498,EPI_ISL_14251210,BA.5.2.1,Omicron BA.5
499,EPI_ISL_14252057,BA.5.1,Omicron BA.5
500,EPI_ISL_14252042,BA.5.2,Omicron BA.5
501,EPI_ISL_14254780,BA.5.2.1,Omicron BA.5
502,EPI_ISL_14254766,BA.5.2.20,Omicron BA.5
503,EPI_ISL_14246178,BA.2,Omicron BA.2
504,EPI_ISL_15148055,BE.1.1,Omicron BA.5
505,EPI_ISL_15148141,BE.1.1,Omicron BA.5
506,EPI_ISL_15149905,BF.7.4,Omicron BA.5
507,EPI_ISL_15153770,BA.5.1.10,Omicron BA.5
508,EPI_ISL_15158796,BA.5.2.1,Omicron BA.5
509,EPI_ISL_15159834,BF.13,Omicron BA.5
510,EPI_ISL_15160097,BA.5.2.28,Omicron BA.5
511,EPI_ISL_15160545,BF.1,Omicron BA.5
512,EPI_ISL_15161181,BA.5.2,Omicron BA.5
513,EPI_ISL_15161736,BA.5.6,Omicron BA.5
514,EPI_ISL_15161754,BA.4,Omicron BA.4
515,EPI_ISL_15162027,BA.5.2,Omicron BA.5
516,EPI_ISL_15167875,BE.1,Omicron BA.5
517,EPI_ISL_15168018,BA.2.75,Omicron BA.2
518,EPI_ISL_15168546,BF.31,Omicron BA.5
519,EPI_ISL_15169390,BA.2.3,Omicron BA.2
520,EPI_ISL_15169944,BA.5.2.18,Omicron BA.5
521,EPI_ISL_15170318,BA.5.1.12,Omicron BA.5
522,EPI_ISL_15170349,BA.5.2,Omicron BA.5
523,EPI_ISL_15170960,BA.5.2.1,Omicron BA.5
524,EPI_ISL_15172243,B.1.1.7,Alpha
525,EPI_ISL_15177377,BA.4.1.1,Omicron BA.4
526,EPI_ISL_15178373,BA.5.1.25,Omicron BA.5
527,EPI_ISL_15179804,BA.4.6,Omicron BA.4
528,EPI_ISL_15180254,BA.5.2.34,Omicron BA.5
529,EPI_ISL_15180388,BA.4.6,Omicron BA.4
530,EPI_ISL_15180398,BA.4.6,Omicron BA.4
531,EPI_ISL_15180519,BA.5.1.10,Omicron BA.5
532,EPI_ISL_15184297,BE.1.1,Omicron BA.5
533,EPI_ISL_15186529,BA.5.2,Omicron BA.5
534,EPI_ISL_15187378,BF.12,Omicron BA.5
535,EPI_ISL_15188052,BA.5.1,Omicron BA.5
536,EPI_ISL_15189308,BA.5.1,Omicron BA.5
537,EPI_ISL_15189877,BA.5.2.1,Omicron BA.5
538,EPI_ISL_15190254,BF.5,Omicron BA.5
539,EPI_ISL_15192121,BA.5.2.1,Omicron BA.5
540,EPI_ISL_15196008,BF.7.8,Omicron BA.5
541,EPI_ISL_15201239,BF.5,Omicron BA.5
542,EPI_ISL_15203645,BE.1,Omicron BA.5
543,EPI_ISL_15204740,BA.4.6,Omicron BA.4
544,EPI_ISL_15205016,BA.2,Omicron BA.2
545,EPI_ISL_15209523,BA.4.6,Omicron BA.4
546,EPI_ISL_15209867,BA.4.7,Omicron BA.4
547,EPI_ISL_15210077,BA.2,Omicron BA.2
548,EPI_ISL_15210209,BA.1.1,Omicron BA.1
549,EPI_ISL_15210467,BA.2.3,Omicron BA.2
550,EPI_ISL_15211152,BA.1.1.1,Omicron BA.1
551,EPI_ISL_15216264,BA.5.2,Omicron BA.5
552,EPI_ISL_15216299,BA.5.2.7,Omicron BA.5
553,EPI_ISL_15217669,BA.5.2,Omicron BA.5
554,EPI_ISL_15218073,BA.5.5,Omicron BA.5
555,EPI_ISL_15218138,BA.5.10,Omicron BA.5
556,EPI_ISL_15218515,BA.5.2.1,Omicron BA.5
557,EPI_ISL_15219002,BF.8,Omicron BA.5
558,EPI_ISL_15219084,BF.26,Omicron BA.5
559,EPI_ISL_15219470,BA.5.5,Omicron BA.5
560,EPI_ISL_15219748,BA.5.2.1,Omicron BA.5
561,EPI_ISL_15219839,BA.5.1,Omicron BA.5
562,EPI_ISL_15219964,BA.5.1,Omicron BA.5
563,EPI_ISL_15220061,BF.7,Omicron BA.5
564,EPI_ISL_15220373,BA.5,Omicron BA.5
565,EPI_ISL_15221507,BF.7,Omicron BA.5
566,EPI_ISL_15221537,BF.7,Omicron BA.5
567,EPI_ISL_15221619,BA.5.1,Omicron BA.5
568,EPI_ISL_15222211,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
569,EPI_ISL_15222249,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
570,EPI_ISL_15223469,BA.2.12.1,Omicron BA.2
571,EPI_ISL_15224160,BA.2,Omicron BA.2
572,EPI_ISL_15224620,BA.5.2.9,Omicron BA.5
573,EPI_ISL_15225711,BA.5.2,Omicron BA.5
574,EPI_ISL_15225915,BA.5.2.34,Omicron BA.5
575,EPI_ISL_15226230,BA.2.3,Omicron BA.2
576,EPI_ISL_15227358,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
577,EPI_ISL_15227567,BA.5.2,Omicron BA.5
578,EPI_ISL_15227735,BA.5.6,Omicron BA.5
579,EPI_ISL_15230728,BA.5.2,Omicron BA.5
580,EPI_ISL_15231363,BA.5.2.23,Omicron BA.5
581,EPI_ISL_15231445,BA.4.6,Omicron BA.4
582,EPI_ISL_15233021,BA.5.2,Omicron BA.5
583,EPI_ISL_15237028,BA.2.12.1,Omicron BA.2
584,EPI_ISL_15237064,BA.2.56,Omicron BA.2
585,EPI_ISL_15237532,BA.4.6,Omicron BA.4
586,EPI_ISL_15238144,BA.5.5,Omicron BA.5
587,EPI_ISL_15238656,BA.2,Omicron BA.2
588,EPI_ISL_15238824,BA.2,Omicron BA.2
589,EPI_ISL_15238982,BA.2,Omicron BA.2
590,EPI_ISL_15239471,BA.2,Omicron BA.2
591,EPI_ISL_15239677,BA.5.2.9,Omicron BA.5
592,EPI_ISL_15240256,BA.5.1,Omicron BA.5
593,EPI_ISL_15240337,BA.5.2.1,Omicron BA.5
594,EPI_ISL_15242985,BA.2.12.1,Omicron BA.2
595,EPI_ISL_15244484,BA.2,Omicron BA.2
596,EPI_ISL_15245842,BF.5,Omicron BA.5
597,EPI_ISL_15245876,BF.4,Omicron BA.5
598,EPI_ISL_15245929,BA.5.2,Omicron BA.5
599,EPI_ISL_15246201,BA.4.6,Omicron BA.4
600,EPI_ISL_15247777,BA.5.2,Omicron BA.5
601,EPI_ISL_15248177,BA.5.2,Omicron BA.5
602,EPI_ISL_15248244,BA.4.6,Omicron BA.4
603,EPI_ISL_15248346,BA.2,Omicron BA.2
604,EPI_ISL_15248349,BA.4.6,Omicron BA.4
605,EPI_ISL_15248366,BE.1,Omicron BA.5
606,EPI_ISL_15250213,BA.2.12.1,Omicron BA.2
607,EPI_ISL_15250379,BF.15,Omicron BA.5
608,EPI_ISL_15250674,BA.2,Omicron BA.2
609,EPI_ISL_15251914,BA.5.2,Omicron BA.5
610,EPI_ISL_15251980,BF.5,Omicron BA.5
611,EPI_ISL_15252646,BA.2.12.1,Omicron BA.2
612,EPI_ISL_15252756,BA.5.2.28,Omicron BA.5
613,EPI_ISL_15253671,BF.22,Omicron BA.5
614,EPI_ISL_15254314,BA.2.12.1,Omicron BA.2
615,EPI_ISL_15255841,BA.5.1.23,Omicron BA.5
616,EPI_ISL_15255858,BA.5.2.22,Omicron BA.5
617,EPI_ISL_15255950,BA.5.1,Omicron BA.5
618,EPI_ISL_15255970,BE.1,Omicron BA.5
619,EPI_ISL_15256878,BA.5.2,Omicron BA.5
620,EPI_ISL_15258052,BA.4.6,Omicron BA.4
621,EPI_ISL_15258418,BF.11,Omicron BA.5
622,EPI_ISL_15258481,BA.1.1,Omicron BA.1
623,EPI_ISL_15260439,BA.5.2,Omicron BA.5
624,EPI_ISL_15261558,BA.5.2.26,Omicron BA.5
625,EPI_ISL_15261901,BA.2.18,Omicron BA.2
626,EPI_ISL_15262348,BA.1.15,Omicron BA.1
627,EPI_ISL_15262499,BA.5.2.1,Omicron BA.5
628,EPI_ISL_15262725,BA.2.12.1,Omicron BA.2
629,EPI_ISL_15263193,BE.1.1,Omicron BA.5
630,EPI_ISL_15263504,BA.5.2.26,Omicron BA.5
631,EPI_ISL_15265341,BA.5.2,Omicron BA.5
632,EPI_ISL_15265910,BA.5.2.3,Omicron BA.5
633,EPI_ISL_15266186,BA.5.2.3,Omicron BA.5
634,EPI_ISL_15266779,BA.2.12.1,Omicron BA.2
635,EPI_ISL_15266886,BA.5.2.1,Omicron BA.5
636,EPI_ISL_15268528,BA.5.2,Omicron BA.5
637,EPI_ISL_15269348,BF.16,Omicron BA.5
638,EPI_ISL_15271180,BA.5.1,Omicron BA.5
639,EPI_ISL_15271221,BA.5.2.20,Omicron BA.5
640,EPI_ISL_15279579,P.1,Gamma
641,EPI_ISL_15280027,BA.5.2,Omicron BA.5
642,EPI_ISL_15281721,BA.5.2.1,Omicron BA.5
643,EPI_ISL_15281982,BA.5.2,Omicron BA.5
644,EPI_ISL_15283179,B.1.1.318,B.1.1 Type
645,EPI_ISL_15285033,BA.5.9,Omicron BA.5
646,EPI_ISL_15286511,BA.5.1.22,Omicron BA.5
647,EPI_ISL_15286824,BA.5.2,Omicron BA.5
648,EPI_ISL_15287309,BA.5.2.20,Omicron BA.5
649,EPI_ISL_15292113,BF.7,Omicron BA.5
650,EPI_ISL_15292143,BA.5.2.1,Omicron BA.5
651,EPI_ISL_15295462,BA.5.2.6,Omicron BA.5
652,EPI_ISL_15295742,BE.4,Omicron BA.5
653,EPI_ISL_15296163,BA.2,Omicron BA.2
654,EPI_ISL_15298484,BA.2,Omicron BA.2
655,EPI_ISL_15299541,BF.2,Omicron BA.5
656,EPI_ISL_15300326,BA.5.2.1,Omicron BA.5
657,EPI_ISL_15301388,BA.5.1,Omicron BA.5
658,EPI_ISL_15305149,BA.5.1.23,Omicron BA.5
659,EPI_ISL_15305895,BA.5.2,Omicron BA.5
660,EPI_ISL_15311053,BF.7,Omicron BA.5
661,EPI_ISL_15311787,BA.5.1.3,Omicron BA.5
662,EPI_ISL_15313026,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
663,EPI_ISL_15313061,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
664,EPI_ISL_15313772,BA.4.1.1,Omicron BA.4
665,EPI_ISL_15314727,BF.12,Omicron BA.5
666,EPI_ISL_15315026,BA.1.1.2,Omicron BA.1
667,EPI_ISL_15316061,BA.5.1,Omicron BA.5
668,EPI_ISL_15319928,BA.5.1.22,Omicron BA.5
669,EPI_ISL_15322641,BF.11.4,Omicron BA.5
670,EPI_ISL_15323292,BA.5.5.1,Omicron BA.5
671,EPI_ISL_15324465,BA.5.1,Omicron BA.5
672,EPI_ISL_15328034,AY.26,Delta
673,EPI_ISL_15330794,BA.5.1,Omicron BA.5
674,EPI_ISL_15337256,BA.5.6,Omicron BA.5
675,EPI_ISL_15337324,BA.5.6,Omicron BA.5
676,EPI_ISL_15338297,BF.5,Omicron BA.5
677,EPI_ISL_15341530,BA.5.2,Omicron BA.5
678,EPI_ISL_15341538,BA.4.1,Omicron BA.4
679,EPI_ISL_15341597,BA.4.1,Omicron BA.4
680,EPI_ISL_15343035,BA.5.10,Omicron BA.5
681,EPI_ISL_15343061,BA.5.2,Omicron BA.5
682,EPI_ISL_15343609,BE.1,Omicron BA.5
683,EPI_ISL_15344219,BA.5.2,Omicron BA.5
684,EPI_ISL_15346534,BA.5.2,Omicron BA.5
685,EPI_ISL_15347911,BE.1,Omicron BA.5
686,EPI_ISL_15349283,BA.5.2.20,Omicron BA.5
687,EPI_ISL_15349863,BA.5.1.23,Omicron BA.5
688,EPI_ISL_15351131,BA.5.1.20,Omicron BA.5
689,EPI_ISL_15352149,BA.2.12.1,Omicron BA.2
690,EPI_ISL_15353100,BA.4.6,Omicron BA.4
691,EPI_ISL_15353157,BA.5.2,Omicron BA.5
692,EPI_ISL_15354071,BA.5.2.1,Omicron BA.5
693,EPI_ISL_15354389,BA.5.2.1,Omicron BA.5
694,EPI_ISL_15360486,BF.5,Omicron BA.5
695,EPI_ISL_15361988,BF.5,Omicron BA.5
696,EPI_ISL_15362373,BA.5.2,Omicron BA.5
697,EPI_ISL_15365320,BA.5.1.10,Omicron BA.5
698,EPI_ISL_15368712,BA.5.2.35,Omicron BA.5
699,EPI_ISL_15368792,BQ.1.1,BQ.1.1.*
700,EPI_ISL_15369487,BA.5.2.21,Omicron BA.5
701,EPI_ISL_15369656,BQ.1.1,BQ.1.1.*
702,EPI_ISL_15370343,BA.5.2.1,Omicron BA.5
703,EPI_ISL_15373793,BF.26,Omicron BA.5
704,EPI_ISL_15375117,BA.4.6.1,Omicron BA.4
705,EPI_ISL_15375393,BA.5,Omicron BA.5
706,EPI_ISL_15377258,BA.5.2,Omicron BA.5
707,EPI_ISL_15378234,BA.5.2.20,Omicron BA.5
708,EPI_ISL_15379702,BA.5.2.1,Omicron BA.5
709,EPI_ISL_15379763,BA.4.6,Omicron BA.4
710,EPI_ISL_15381969,BF.13,Omicron BA.5
711,EPI_ISL_15382032,BF.15,Omicron BA.5
712,EPI_ISL_15382515,BF.7,Omicron BA.5
713,EPI_ISL_15384886,CQ.1,Omicron BA.5
714,EPI_ISL_15387053,BA.5.1,Omicron BA.5
715,EPI_ISL_15388624,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
716,EPI_ISL_15388882,BA.5.2.23,Omicron BA.5
717,EPI_ISL_15389137,BA.5.2,Omicron BA.5
718,EPI_ISL_15389383,BA.2.12.1,Omicron BA.2
719,EPI_ISL_15391415,BA.5.2.1,Omicron BA.5
720,EPI_ISL_15391554,BA.4.6,Omicron BA.4
721,EPI_ISL_15391652,BA.2.3.20,Omicron BA.2
722,EPI_ISL_15394887,BA.5.1,Omicron BA.5
723,EPI_ISL_15395277,BA.4.6,Omicron BA.4
724,EPI_ISL_15398434,BF.28,Omicron BA.5
725,EPI_ISL_15399155,BA.5.2.1,Omicron BA.5
726,EPI_ISL_15399268,BA.5.2.1,Omicron BA.5
727,EPI_ISL_15401405,BA.2,Omicron BA.2
728,EPI_ISL_15401639,BA.2,Omicron BA.2
729,EPI_ISL_15401640,XBB.1,XBB.*
730,EPI_ISL_15404673,BE.1.2,Omicron BA.5
731,EPI_ISL_15410819,BA.5,Omicron BA.5
732,EPI_ISL_15411008,BA.4.6,Omicron BA.4
733,EPI_ISL_15412374,BA.5.1,Omicron BA.5
734,EPI_ISL_15413385,BA.5.2,Omicron BA.5
735,EPI_ISL_15414120,BF.5,Omicron BA.5
736,EPI_ISL_15415292,BA.5.2.23,Omicron BA.5
737,EPI_ISL_15427396,BA.5.5,Omicron BA.5
738,EPI_ISL_15427586,BA.5.2.1,Omicron BA.5
739,EPI_ISL_15427624,BE.3,Omicron BA.5
740,EPI_ISL_15429052,BA.5.5.1,Omicron BA.5
741,EPI_ISL_15433267,BA.5.2.21,Omicron BA.5
742,EPI_ISL_15434119,BA.5.1,Omicron BA.5
743,EPI_ISL_15434750,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
744,EPI_ISL_15436596,BA.5.2.1,Omicron BA.5
745,EPI_ISL_15438582,BF.5,Omicron BA.5
746,EPI_ISL_15442506,BA.5.1,Omicron BA.5
747,EPI_ISL_15443103,BA.4.6,Omicron BA.4
748,EPI_ISL_15444825,BA.5.1.3,Omicron BA.5
749,EPI_ISL_15446637,BA.5.2.1,Omicron BA.5
750,EPI_ISL_15451645,BA.5.2,Omicron BA.5
751,EPI_ISL_15451678,BA.5.1,Omicron BA.5
752,EPI_ISL_15451740,BF.7,Omicron BA.5
753,EPI_ISL_15451966,BA.5.2.1,Omicron BA.5
754,EPI_ISL_15452401,BA.5.2,Omicron BA.5
755,EPI_ISL_15455660,BA.5.2.25,Omicron BA.5
756,EPI_ISL_15458104,BE.2,Omicron BA.5
757,EPI_ISL_15462163,BA.5.2.20,Omicron BA.5
758,EPI_ISL_15464983,BA.5.2.6,Omicron BA.5
759,EPI_ISL_15465034,BA.5.2,Omicron BA.5
760,EPI_ISL_15465915,BA.5.2.20,Omicron BA.5
761,EPI_ISL_15468921,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
762,EPI_ISL_15470970,BA.5.1,Omicron BA.5
763,EPI_ISL_15471933,BA.5.2.1,Omicron BA.5
764,EPI_ISL_15473704,BQ.1.1,BQ.1.1.*
765,EPI_ISL_15476314,BC.1,Omicron BA.1
766,EPI_ISL_15476316,BA.2.10.1,Omicron BA.2
767,EPI_ISL_15476530,BQ.1.1,BQ.1.1.*
768,EPI_ISL_15481174,BA.5.2.13,Omicron BA.5
769,EPI_ISL_15481484,BA.5.5,Omicron BA.5
770,EPI_ISL_15482075,BA.5.1,Omicron BA.5
771,EPI_ISL_15482377,BQ.1.18,Omicron BA.5
772,EPI_ISL_15482617,BA.4.6,Omicron BA.4
773,EPI_ISL_15483048,BA.5.1,Omicron BA.5
774,EPI_ISL_15483418,BA.5.1.21,Omicron BA.5
775,EPI_ISL_15485934,BA.5.2.1,Omicron BA.5
776,EPI_ISL_15487064,BA.5.2.26,Omicron BA.5
777,EPI_ISL_15490190,BQ.1.3,Omicron BA.5
778,EPI_ISL_15490309,BA.5.6,Omicron BA.5
779,EPI_ISL_15490453,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
780,EPI_ISL_15490810,BA.5.2,Omicron BA.5
781,EPI_ISL_15492281,BT.1,Omicron BA.5
782,EPI_ISL_15493259,BA.5.2,Omicron BA.5
783,EPI_ISL_15493353,BA.5.2.1,Omicron BA.5
784,EPI_ISL_15493470,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
785,EPI_ISL_15494200,BA.5.1.22,Omicron BA.5
786,EPI_ISL_15495034,BA.5.1,Omicron BA.5
787,EPI_ISL_15495656,BA.4.6,Omicron BA.4
788,EPI_ISL_15495981,BA.5.2.18,Omicron BA.5
789,EPI_ISL_15499752,BA.4.6,Omicron BA.4
790,EPI_ISL_15500003,BQ.1.1,BQ.1.1.*
791,EPI_ISL_15500114,BA.5.2.14,Omicron BA.5
792,EPI_ISL_15503268,BA.5.2.1,Omicron BA.5
793,EPI_ISL_15503666,BA.5.2.1,Omicron BA.5
794,EPI_ISL_15503694,BF.1,Omicron BA.5
795,EPI_ISL_15504489,BF.5,Omicron BA.5
796,EPI_ISL_15505186,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
797,EPI_ISL_15507352,BA.5.2.1,Omicron BA.5
798,EPI_ISL_15508850,BA.5.2.24,Omicron BA.5
799,EPI_ISL_15509663,AY.112,Delta
800,EPI_ISL_15511176,BA.4.1.9,Omicron BA.4
801,EPI_ISL_15511469,BA.5.1,Omicron BA.5
802,EPI_ISL_15512992,BE.1.1,Omicron BA.5
803,EPI_ISL_15516598,BE.1.1,Omicron BA.5
804,EPI_ISL_15516896,BF.5,Omicron BA.5
805,EPI_ISL_15522596,BA.5.2.6,Omicron BA.5
806,EPI_ISL_15523390,BA.5.1,Omicron BA.5
807,EPI_ISL_15524314,BA.5.2,Omicron BA.5
808,EPI_ISL_15524325,BA.5.2.1,Omicron BA.5
809,EPI_ISL_15526737,AY.39,Delta
810,EPI_ISL_15527492,BQ.1.3,Omicron BA.5
811,EPI_ISL_15528537,BA.5.6,Omicron BA.5
812,EPI_ISL_15529593,BA.5.10,Omicron BA.5
813,EPI_ISL_15530318,BQ.1.13,Omicron BA.5
814,EPI_ISL_15530538,BA.5.2.1,Omicron BA.5
815,EPI_ISL_15530554,BA.4.6,Omicron BA.4
816,EPI_ISL_15531266,BF.10,Omicron BA.5
817,EPI_ISL_15531681,BF.10,Omicron BA.5
818,EPI_ISL_15532003,BE.1,Omicron BA.5
819,EPI_ISL_15532240,BA.5.2,Omicron BA.5
820,EPI_ISL_15533753,BA.5.2.27,Omicron BA.5
821,EPI_ISL_15536905,BA.4.6,Omicron BA.4
822,EPI_ISL_15536963,BA.5.1,Omicron BA.5
823,EPI_ISL_15537829,BF.7,Omicron BA.5
824,EPI_ISL_15540849,BA.5.2.1,Omicron BA.5
825,EPI_ISL_15540992,BA.5.2,Omicron BA.5
826,EPI_ISL_15541232,BA.5.2.20,Omicron BA.5
827,EPI_ISL_15541518,BA.5.3.1,Omicron BA.5
828,EPI_ISL_15544025,BA.5.2.20,Omicron BA.5
829,EPI_ISL_15545557,BA.5.2,Omicron BA.5
830,EPI_ISL_15545643,CN.1,Omicron BA.5
831,EPI_ISL_15546280,BA.4.6,Omicron BA.4
832,EPI_ISL_15549952,BA.5.2,Omicron BA.5
833,EPI_ISL_15552100,BE.1,Omicron BA.5
834,EPI_ISL_15553854,BQ.1.1,BQ.1.1.*
835,EPI_ISL_15554288,BA.5.2.1,Omicron BA.5
836,EPI_ISL_15554551,BA.5.1,Omicron BA.5
837,EPI_ISL_15570937,BA.5.1.20,Omicron BA.5
838,EPI_ISL_15571382,BA.5.2.1,Omicron BA.5
839,EPI_ISL_15571450,BF.5,Omicron BA.5
840,EPI_ISL_15573168,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
841,EPI_ISL_15573527,B.1.526,B.1 Type
842,EPI_ISL_15578145,BQ.1.1,BQ.1.1.*
843,EPI_ISL_15582803,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
844,EPI_ISL_15582824,BA.5.2.1,Omicron BA.5
845,EPI_ISL_15583384,BQ.1.10,Omicron BA.5
846,EPI_ISL_15583800,BA.4.6,Omicron BA.4
847,EPI_ISL_15583842,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
848,EPI_ISL_15584099,BA.5.1,Omicron BA.5
849,EPI_ISL_15584418,BF.7,Omicron BA.5
850,EPI_ISL_15584903,BA.5.2,Omicron BA.5
851,EPI_ISL_15594905,BF.26,Omicron BA.5
852,EPI_ISL_15596865,BA.5.2.1,Omicron BA.5
853,EPI_ISL_15597811,BA.5.2.27,Omicron BA.5
854,EPI_ISL_15598713,BF.28,Omicron BA.5
855,EPI_ISL_15599796,BF.5,Omicron BA.5
856,EPI_ISL_15599891,BF.12,Omicron BA.5
857,EPI_ISL_15604614,P.1,Gamma
858,EPI_ISL_15604623,P.1.7,Gamma
859,EPI_ISL_15607245,BE.1.4,Omicron BA.5
860,EPI_ISL_15609328,BA.5.2,Omicron BA.5
861,EPI_ISL_15610491,BA.5.2.1,Omicron BA.5
862,EPI_ISL_15610724,BQ.1.1.18,BQ.1.1.*
863,EPI_ISL_15613772,BF.7,Omicron BA.5
864,EPI_ISL_15614172,BA.4.1.10,Omicron BA.4
865,EPI_ISL_15616681,BA.5.2,Omicron BA.5
866,EPI_ISL_15616843,BA.5.2,Omicron BA.5
867,EPI_ISL_15617386,BA.2.75,Omicron BA.2
868,EPI_ISL_15617399,BA.2.10.1,Omicron BA.2
869,EPI_ISL_15617438,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
870,EPI_ISL_15617471,BM.1.1.3,Omicron BA.2
871,EPI_ISL_15622455,BA.5.2.34,Omicron BA.5
872,EPI_ISL_15622480,BU.1,Omicron BA.5
873,EPI_ISL_15625421,BA.5.2,Omicron BA.5
874,EPI_ISL_15625740,BA.5.2,Omicron BA.5
875,EPI_ISL_15626396,BA.5.2.31,Omicron BA.5
876,EPI_ISL_15628066,BQ.1,Omicron BA.5
877,EPI_ISL_15629940,B.1.1.7,Alpha
878,EPI_ISL_15631062,BF.7,Omicron BA.5
879,EPI_ISL_15631723,B.1.1.7,Alpha
880,EPI_ISL_15636608,BF.5,Omicron BA.5
881,EPI_ISL_15636638,BA.5.1.5,Omicron BA.5
882,EPI_ISL_15638394,BF.16,Omicron BA.5
883,EPI_ISL_15639111,BA.5.1.2,Omicron BA.5
884,EPI_ISL_15640319,BA.4.6,Omicron BA.4
885,EPI_ISL_15643442,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
886,EPI_ISL_15643455,BA.5.2.1,Omicron BA.5
887,EPI_ISL_15643935,B.1.1.7,Alpha
888,EPI_ISL_15644361,BQ.1.14,Omicron BA.5
889,EPI_ISL_15647217,BF.7,Omicron BA.5
890,EPI_ISL_15647449,BA.5.1,Omicron BA.5
891,EPI_ISL_15647596,BA.5.1,Omicron BA.5
892,EPI_ISL_15647616,BA.4.6,Omicron BA.4
893,EPI_ISL_15648240,BA.4.6,Omicron BA.4
894,EPI_ISL_15648354,BA.4.6,Omicron BA.4
895,EPI_ISL_15648429,BQ.1.1.18,BQ.1.1.*
896,EPI_ISL_15648604,B.1.1.7,Alpha
897,EPI_ISL_15649110,XBB.1,XBB.*
898,EPI_ISL_15651984,B.1.1.7,Alpha
899,EPI_ISL_15652095,B.1.1.7,Alpha
900,EPI_ISL_15653518,CL.1,Omicron BA.5
901,EPI_ISL_15654158,BA.5.1,Omicron BA.5
902,EPI_ISL_15657425,BA.2.12.1,Omicron BA.2
903,EPI_ISL_15658775,BA.5.2.3,Omicron BA.5
904,EPI_ISL_15659931,BA.5.10,Omicron BA.5
905,EPI_ISL_15660327,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
906,EPI_ISL_15661180,BA.5.2.1,Omicron BA.5
907,EPI_ISL_15661727,BF.7,Omicron BA.5
908,EPI_ISL_15664871,BA.5.1.30,Omicron BA.5
909,EPI_ISL_15665934,BA.5.2.1,Omicron BA.5
910,EPI_ISL_15669454,BA.5.1,Omicron BA.5
911,EPI_ISL_15669480,BQ.1.10,Omicron BA.5
912,EPI_ISL_15669485,BA.2.75 (marker override based on Emerging Variants AA substitutions),Omicron BA.2
913,EPI_ISL_15670513,BA.5.2.1,Omicron BA.5
914,EPI_ISL_15670933,BA.5.2.27,Omicron BA.5
915,EPI_ISL_15671076,BQ.1.1,BQ.1.1.*
